category,company,date,end_location,end_time,id,kilometres,notes,start_location,start_time
business,,2026-01-19,"Papa John's, 1632 McKenzie Avenue, Saanich",19:19,fff56b02-b90d-41fe-a870-73fa42bb5b16,5,,"1766, Halliday Place, Saanich, British Columbia",19:04
business,,2026-01-19,"1766, Halliday Place, Saanich, British Columbia",19:04,5ebe2fda-2ab8-49d4-9ee0-7e3167f123ed,2.3,Dropping off delivery,"1471 Jamaica Road, Saanich, BC, V8N 2C5, Saanich, British Columbia, V8N 2C5",19:00
business,,2026-01-19,"1471, Jamaica Road, Saanich, British Columbia",18:58,efc499e3-ba5d-46c3-87ed-c1ba814aed55,5.3,Dropping off delivery | Sampan express,"1110, McKenzie Avenue, Saanich, British Columbia",18:46
business,,2026-01-19,"Borden Street, Saanich, British Columbia",18:45,c996bd3d-2a98-4633-8a0f-44e7dfa3ab57,3.7,Picking up food,"Boston Pizza, Boston Pizza, Blanshard Street, Saanich",18:39
business,,2026-01-19,"Boston Pizza, Blanshard Street, Saanich",18:36,2ee9848e-3d83-4ad8-b101-b8a659df163f,1.6,Picking up food,"3420, 3420, 3420, Quadra Street, Saanich, British Columbia",18:31
business,,2026-01-19,"Walmart, Walmart, 3460 Saanich Road, Saanich",18:01,6470f1e5-1524-47d0-873d-d93a4e00146e,3.7,Going to hot zone,"783, Cameo Street, Saanich, British Columbia",17:51
business,,2026-01-19,"783, Cameo Street, Saanich, British Columbia",17:49,bccb1375-9a6f-4ecb-9c12-a94754ef14e4,2.1,Dropping off delivery,"Tandoori Flavour, West Saanich Road, Saanich",17:45
business,,2026-01-19,"Tandoori Flavour, West Saanich Road, Saanich",17:45,440d60cb-f430-47e5-a74f-ab71f2281c67,6.3,Picking up food,"Royal Oak Drive, Saanich, British Columbia",17:22
personal,,2026-01-15,"3420, 3420, Quadra Street, Saanich, British Columbia",23:06,de5c2ae0-ed7c-43f5-a035-0074a7b5380f,6.5,Home,"1728, Kenmore Road, Saanich, British Columbia",22:53
business,,2026-01-15,"1739, Feltham Road, Saanich, British Columbia",22:50,e26f5bc2-c24a-4280-a718-2d8d4c26f1e6,3.2,Dropping off delivery,"Popeyes, 1646 McKenzie Avenue, Saanich",22:39
business,,2026-01-15,"Popeyes, 1646 McKenzie Avenue, Saanich",22:39,6bc14089-2138-416d-aa6f-cce91b63110d,0.4,Picking up food,"Local Pizza, McKenzie Avenue, Saanich",22:35
business,,2026-01-15,"Local Pizza, McKenzie Avenue, Saanich",22:34,79370e79-6a72-460f-90ab-f7aa0d50ad8b,1.7,Picking up food,"4108, Cabot Place, Saanich, British Columbia",22:26
business,,2026-01-15,"4116, Cabot Place, Saanich, British Columbia",22:25,8995993c-e782-4521-b5ae-fd865bc2ed46,1.5,Dropping off delivery,"4105, Mercer Place, Saanich, British Columbia",22:20
business,,2026-01-15,"4105, Mercer Place, Saanich, British Columbia",22:15,1d8aff31-e893-41fe-9d8b-99278cf1dbb9,4.8,Dropping off delivery,"Bin 4 Burger Lounge, Bin 4 Burger Lounge, Maple Street, Saanich",21:48
business,,2026-01-15,"Bin 4 Burger Lounge, Bin 4 Burger Lounge, Maple Street, Saanich",21:47,30e50960-7f3c-48d9-8eb5-5098f527c584,1.9,Picking up food,"Noodle Box, Noodle Box, Uptown Boulevard, Saanich",21:41
business,,2026-01-15,"Noodle Box, Noodle Box, Uptown Boulevard, Saanich",21:41,5526b7e2-df59-48ff-ac17-20f26bd9eb49,0.6,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:38
business,,2026-01-15,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:38,ad17f045-6ed0-4c2c-862d-e57517611811,0.5,,"Walmart, 3460 Saanich Road, Saanich",20:54
business,,2026-01-15,"Walmart, 3460 Saanich Road, Saanich",20:54,85cd1dcc-cfe5-46ff-b0d4-6867e3330cba,4.3,Picking up food,"1280, Fairlane Terrace, Saanich, British Columbia",20:43
business,,2026-01-15,"1280, Fairlane Terrace, Saanich, British Columbia",20:40,7e610d01-fc0d-4cab-9584-9409bcb70839,2,Dropping off delivery,"1272, Holloway Street, Saanich, British Columbia",20:36
business,,2026-01-15,"1272, Holloway Street, Saanich, British Columbia",20:34,7c81806b-1168-4af3-8f13-ea193ca684c5,7.7,Dropping off delivery,"Leopold's Tavern, Leopold's Tavern, 570 Yates Street, Victoria",20:15
business,,2026-01-15,"Leopold's Tavern, Leopold's Tavern, 570 Yates Street, Victoria",20:15,4892e229-8f8b-4038-9dbf-de1ff5e706a2,0.4,Picking up food,"Earls, 1199 Government Street, Victoria",20:11
business,,2026-01-15,"Earls, 1199 Government Street, Victoria",20:10,4f0dee60-acf6-410c-92e5-73beb7118e1d,0.6,Picking up food,"769, 769, Yates Street, Victoria, British Columbia",20:07
business,,2026-01-15,"769, Yates Street, Victoria, British Columbia",20:06,90ad09c9-eb97-45ec-a2d5-0386441eee41,5.5,Dropping off delivery,"Menbow Ramen Express, Tolmie Avenue, Saanich",19:55
business,,2026-01-15,"Menbow Ramen Express, Tolmie Avenue, Saanich",19:54,4621d7d9-6224-409e-b612-45891e40ecd7,2.3,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:50
business,,2026-01-15,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:29,6a49b85c-3a0e-4330-bd88-3e8fe20a4c1f,4,Going to hot zone,"3214, Glasgow Avenue, Saanich, British Columbia",18:31
business,,2026-01-15,"3218, Glasgow Avenue, Saanich, British Columbia",18:27,5c6e8ee4-72cb-405a-a93a-f7b3decfe30e,4.9,Dropping off delivery,"Dairy Queen, Dairy Queen, 3993 Quadra Street, Saanich, BC, V8X 1J8, 3993 Quadra Street, Saanich, British Columbia, V8X 1J8",18:19
business,,2026-01-15,"Dairy Queen, 3993 Quadra Street, Saanich, BC, V8X 1J8, 3993 Quadra Street, Saanich, British Columbia, V8X 1J8",18:16,da4c471d-8a90-400b-81bf-580705ee7136,8.1,Going to hot zone,"4504, Edgewood Place, Saanich, British Columbia",17:54
business,,2026-01-15,"4505, Edgewood Place, Saanich, British Columbia",17:51,b340b1ee-34c9-47d4-9f58-c05b9ef3c5ca,1.9,Dropping off delivery,"Poke Fresh, Chatterton Way, Saanich",17:45
business,,2026-01-15,"Poke Fresh, Chatterton Way, Saanich",17:45,d4fa0a4a-025c-429a-b51b-c0c8ed7a19bb,9,Picking up food,"Romeo's Pizza, 777 Royal Oak Drive, Saanich",17:33
personal,,2026-01-28,"3420, Quadra Street, Saanich, British Columbia",20:50,80aada65-b778-43fa-a679-9c50874fe1a8,3.2,Home,"Ring Road, Saanich, British Columbia",20:39
business,uber,2026-01-28,"Ring Road, Saanich, British Columbia",20:30,fc38b230-bef7-4f8f-a2c0-ce42ee91ea3b,1.1,Dropping off delivery,"3558, Redwood Avenue, Oak Bay, British Columbia",20:25
business,uber,2026-01-28,"3558, Redwood Avenue, Oak Bay, British Columbia",20:25,dbd44ece-37ec-460f-aced-7979058e1c5b,3.4,Dropping off delivery,"Teakwood Road, Saanich, British Columbia",19:52
business,uber,2026-01-28,"Teakwood Road, Saanich, British Columbia",19:52,0adac98d-cf18-47b2-b3f4-30c9bb04301b,4,Picking up food,"1610, Wycliffe Place, Saanich, British Columbia",19:41
business,uber,2026-01-28,"1606, Wycliffe Place, Saanich, British Columbia",19:39,fab5453c-6154-484a-9f25-40be41027917,1.1,Dropping off delivery,"Hot House Pizza, Feltham Road, Saanich",19:34
business,skip,2026-01-28,"Hot House Pizza, Feltham Road, Saanich",19:34,516ac494-2833-4a13-a4b7-cdc8e0e48e92,0.8,Picking up food,"Teakwood Road, Saanich, British Columbia",19:28
business,uber,2026-01-28,"Teakwood Road, Saanich, British Columbia",19:02,96d342d3-efeb-459c-889b-f444a0794673,0.4,Picking up food,"1714, McKenzie Avenue, Saanich, British Columbia",18:59
business,uber,2026-01-28,"1714, McKenzie Avenue, Saanich, British Columbia",18:58,daa7fffd-e57d-48e5-91a5-2b0ddbe4e256,2.1,Dropping off delivery,"1530, Church Avenue, Saanich, British Columbia",18:52
business,uber,2026-01-28,"1530, Church Avenue, Saanich, British Columbia",18:50,f7c4a311-87e7-4dc0-8bb7-d1e0f573694e,6.2,Dropping off delivery,"Mason Street, Victoria, British Columbia",18:33
business,uber,2026-01-28,"Mason Street, Victoria, British Columbia",18:33,e9881b1c-8bb3-4f0c-8a83-cf32bff82f35,0.3,Picking up food,"Mason Street, Victoria, British Columbia",18:28
business,uber,2026-01-28,"Mason Street, Victoria, British Columbia",18:28,1c4faa9c-8e1e-4550-9db8-98fe5c1cd36e,0.5,Picking up food,"1229, Pandora Avenue, Victoria, British Columbia",18:26
business,uber,2026-01-28,"1220, Pandora Avenue, Victoria, British Columbia",18:21,8b75003d-d811-47d5-ad9c-ae6c3f2d76fc,4.5,Dropping off delivery,"KFC, 3140 Douglas Street, Victoria",18:01
business,uber,2026-01-28,"KFC, 3140 Douglas Street, Victoria",18:01,25683629-442f-4d03-9804-49c48ffb5af3,0.6,Picking up food,"Lot 1 Pasta Bar, Blanshard Street, Saanich",17:53
business,uber,2026-01-28,"Lot 1 Pasta Bar, Blanshard Street, Saanich",17:52,1bad12bd-d6a3-4e64-ab81-30f6436dd7a1,0.4,Picking up food,"Saanich Road, Saanich, British Columbia",17:50
business,,2026-01-28,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",17:43,e5b0b6f1-240e-4e36-be7a-3392a1c53d8c,6.9,Going to hot zone,"Royal Oak Drive, Saanich, British Columbia",17:30
personal,,2026-01-27,"3420, Quadra Street, Saanich, British Columbia",20:42,385ef17c-ae88-4dc0-bf3d-fc211dd61d98,2,Home,"Saanich Road, Saanich, British Columbia",20:38
business,,2026-01-27,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:34,1446acec-3751-4f8c-8865-c9aaa1141745,3.9,Going to hot zone,"756, Daffodil Avenue, Saanich, British Columbia",20:25
business,skip,2026-01-27,"750, Daffodil Avenue, Saanich, British Columbia",20:24,a9753523-379c-407d-9912-e279dc260bad,1.4,Dropping off delivery,"739, Miller Avenue, Saanich, British Columbia",20:18
business,skip,2026-01-27,"739, Miller Avenue, Saanich, British Columbia",20:16,febdb2f6-18c9-48f3-8e4d-ee77b49909bb,2.1,Dropping off delivery,"Greenlea Drive, Saanich, British Columbia",20:11
business,skip,2026-01-27,"Greenlea Drive, Saanich, British Columbia",20:10,cac78561-9d34-4d01-a968-405dc4247cd6,1.1,Picking up food,"4291, Glanford Avenue, Saanich, British Columbia",20:07
business,skip,2026-01-27,"4291, Glanford Avenue, Saanich, British Columbia",20:06,6e09620c-f504-4e51-9929-1cf464bc80fc,4.2,Picking up food,"971 Tulip Avenue, Saanich, BC, V8Z 1M8, Saanich, British Columbia, V8Z 1M8",20:00
business,skip,2026-01-27,"971, Tulip Avenue, Saanich, British Columbia",19:57,8489a74c-df63-4005-8ff0-75c83001314f,2,Dropping off delivery,"4144, Wilkinson Road, Saanich, British Columbia",19:53
business,skip,2026-01-27,"4144, Wilkinson Road, Saanich, British Columbia",19:51,78e69e1f-b131-40a7-ba53-c36f46d60c50,1.7,Picking up food,"Hyacinth Avenue, Saanich, British Columbia",19:48
business,skip,2026-01-27,"Hyacinth Avenue, Saanich, British Columbia",19:46,dbb9f1c1-dd05-4385-80bf-1329dec43aea,3,Dropping off delivery,"Dairy Queen, 2350 Douglas Street, Victoria",19:34
business,,2026-01-27,"Dairy Queen, 2350 Douglas Street, Victoria",19:34,c6156ea5-bc35-4051-a0c5-10e9ebc45a84,3.1,,"821, Tyee Road, Victoria, British Columbia",19:25
business,uber,2026-01-27,"821, Tyee Road, Victoria, British Columbia",19:25,aae1158c-1c07-4985-a073-58445a09d619,3.8,Dropping off delivery,"10 Burnside Road West, Saanich, BC, V9A 1B3, 10 Burnside Road West, Saanich, British Columbia, V9A 1B3",19:19
business,uber,2026-01-27,"10, Burnside Road West, Saanich, British Columbia",19:16,1c1f05e4-19f4-4478-8666-eaefd5734076,0.5,Picking up food,"45, Gorge Road East, Victoria, British Columbia",19:07
business,uber,2026-01-27,"2821, Irma Street, Victoria, British Columbia",19:06,6ad9ec5b-7601-40ee-90d0-0f1b648ac46a,0.9,Dropping off delivery,"3180, Douglas Street, Victoria, British Columbia",19:01
business,uber,2026-01-27,"Alpha Street, Victoria, British Columbia",19:00,e0e92d59-53d3-4539-8d18-53575c244c70,0.6,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",18:59
business,,2026-01-27,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",18:06,a7835075-0fb5-4e6a-a5d4-2e6652273273,7.3,Going to hot zone,"Royal Oak Drive, Saanich, British Columbia",17:55
personal,,2026-01-26,"3420, 3420, 3420, 3420, 3420, Quadra Street, Saanich, British Columbia",20:57,7414196c-6bae-4538-872f-0a321abf5a25,5.8,Home,"West Campus Way, Oak Bay, British Columbia",20:46
business,skip,2026-01-26,"West Campus Way, Oak Bay, British Columbia",20:45,65ef46f1-7a9e-450e-b180-a679469713f9,3.4,Dropping off delivery,"Popeyes, 1646 McKenzie Avenue, Saanich",20:30
business,skip,2026-01-26,"Popeyes, 1646 McKenzie Avenue, Saanich",20:26,1fd801cd-4814-465b-97ed-76ff75d3955a,1.2,Picking up food,"Broadmead Avenue, Saanich, British Columbia",20:20
business,,2026-01-26,"Broadmead Avenue, Saanich, British Columbia",20:19,dd6a5a21-3195-4b98-84b8-db0738fba774,0.9,Going to hot zone,"3954, Shelbourne Street, Saanich, British Columbia",20:14
business,,2026-01-26,"3954, Shelbourne Street, Saanich, British Columbia",20:14,5a80b58d-825b-4669-b074-0bba2524bf63,3.5,Going to hot zone,"4505, Eva Avenue, Saanich, British Columbia",19:55
business,skip,2026-01-26,"4505, Eva Avenue, Saanich, British Columbia",19:52,d43b6d89-d1fa-4139-83c5-e4108eafd5f3,1.7,Dropping off delivery,"1650, Cedar Hill Cross Road, Saanich, British Columbia",19:42
business,skip,2026-01-26,"1650, Cedar Hill Cross Road, Saanich, British Columbia",19:40,ef135488-b90f-47f2-85c1-3e835869a01d,1.8,Picking up food,"1654, McKenzie Avenue, Saanich, British Columbia",19:32
business,,2026-01-26,"1654, McKenzie Avenue, Saanich, British Columbia",19:15,d291656a-8cba-4b93-975f-02e159f30216,0.9,Going to hot zone,"1715, Sprucewood Place, Saanich, British Columbia",19:10
business,uber,2026-01-26,"1712, Sprucewood Place, Saanich, British Columbia",19:10,14d9b80f-4fd4-4531-a44e-7b0553171ae1,4.4,Dropping off delivery,"Shoppers Drug Mart, 1644 Hillside Avenue, Victoria",18:48
business,uber,2026-01-26,"Shelbourne Street, Victoria, British Columbia",18:48,33ff1006-05f7-4fd1-82ff-ff447f66584c,1.5,Picking up food,"Argyle Avenue, Saanich, British Columbia",18:39
business,uber,2026-01-26,"Argyle Avenue, Saanich, British Columbia",18:39,ca12a964-b16b-4b55-b95f-1d07c7a39675,1.1,Dropping off delivery,"1936, Allenby Street, Saanich, British Columbia",18:34
business,,2026-01-26,"Allenby Street, Saanich, British Columbia",18:33,749a39cc-8cbf-46ff-bf40-a725cbf89aab,5.1,Dropping off delivery,"Fort Street, Victoria, British Columbia",18:22
business,,2026-01-26,"Fort Street, Victoria, British Columbia",18:21,1e5094a7-47f4-40e0-8198-6d4ff2c4e77c,1,Picking up food,"941, View Street, Victoria, British Columbia",18:17
business,,2026-01-26,"941, View Street, Victoria, British Columbia",18:13,cc144c8f-ca94-4556-92cc-20727f6410d1,4.6,Dropping off delivery,"Noodle Box, Noodle Box, Noodle Box, Noodle Box, Uptown Boulevard, Saanich",18:01
business,,2026-01-26,"Douglas Street, Saanich, British Columbia",17:57,f5c90f50-2c76-404c-b4dd-7e49211077c0,0.4,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",17:55
business,,2026-01-26,"Saanich Road, Saanich, British Columbia",17:55,7db3adb8-044f-4b9f-9a8c-cd4d1b6a6f02,4.5,Going to hot zone,"Royal Oak Drive, Saanich, British Columbia",17:42
business,,2026-01-23,"McDonald's, 3465 Saanich Road, Saanich, BC, V8Z 3L0, 3465 Saanich Road, Saanich, British Columbia, V8Z 3L0",20:55,00b580c8-f3ff-4bb2-810f-fb649fe273c5,3.8,Going to hot zone,"Skyline Gorge Apartments, 2925 Qu'Appelle Street, Saanich, BC, V9A 1M1, 2925 Qu'Appelle Street, Saanich, British Columbia, V9A 1M1",20:44
business,skip,2026-01-23,"2925, Qu'Appelle Street, Saanich, British Columbia",20:44,038a4b0d-1c8b-4682-8036-52f24058655b,3.5,Dropping off delivery,"Saanich Road, Saanich, British Columbia",20:38
business,,2026-01-23,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:28,d5afc45f-887c-4fce-ac90-436e7ff946c6,2.6,Going to hot zone,"3800, Quadra Street, Saanich, British Columbia",20:24
business,skip,2026-01-23,"3800, Quadra Street, Saanich, British Columbia",20:19,e2757803-22d9-4052-b45d-dbdc0c632956,1.8,Dropping off delivery,"Dairy Queen, Dairy Queen, Dairy Queen, 3993 Quadra Street, Saanich",20:16
business,skip,2026-01-23,"Dairy Queen, Dairy Queen, Dairy Queen, 3993 Quadra Street, Saanich",20:09,adae18b2-5a7d-4df4-8bbe-a322b2da377b,1.4,Picking up food,"789, Blackberry Road, Saanich, British Columbia",20:04
business,skip,2026-01-23,"789, Blackberry Road, Saanich, British Columbia",19:58,5f68db87-6e2d-4293-8f44-9b0ead97bcd6,4.8,Dropping off delivery,"Uptown Boulevard, Saanich, British Columbia",19:52
business,skip,2026-01-23,"Uptown Boulevard, Saanich, British Columbia",19:51,509d6da2-3723-4c24-a432-baa49be0aa76,0.2,Picking up food,"Saanich Road, Saanich, British Columbia",19:37
business,,2026-01-23,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:37,e8056dbb-b159-4c2f-9314-63e87d56bd62,29.9,Going to hot zone,"1083 Damelart Way, Central Saanich, BC, V8M 1H3, Central Saanich, British Columbia, V8M 1H3",19:16
business,skip,2026-01-23,"1083, Damelart Way, Central Saanich, British Columbia",19:15,5fbebd18-e4eb-4900-91aa-49a39b800e41,10.3,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, 2473 Mt Newton Cross Rd, Central Saanich, BC V8M 2B7, Canada",19:05
business,skip,2026-01-23,"McDonald's, McDonald's, McDonald's, McDonald's, 2473 Mt Newton Cross Rd, Central Saanich, BC V8M 2B7, Canada",19:01,67580fc4-21d2-4705-8858-c040b62e75c6,2.5,Picking up food,"Mount Newton Cross Road, British Columbia",18:55
business,skip,2026-01-23,"Mount Newton Cross Road, British Columbia",18:54,c127efdc-a3a9-4f47-83df-18814f881566,11.5,Dropping off delivery,"7105, West Saanich Road, Central Saanich, British Columbia",18:41
business,skip,2026-01-23,"7105, West Saanich Road, Central Saanich, British Columbia",18:37,084513ea-46f6-43a0-b3d4-d9e96b6ef6ff,7,Picking up food,"6725, Central Saanich Road, Central Saanich, British Columbia",18:31
business,skip,2026-01-23,"6725, Central Saanich Road, Central Saanich, British Columbia",18:28,d85472ac-58b5-41ff-b36e-6cb959050841,6,Dropping off delivery,"McDonald's, McDonald's, McDonald's, 2473 Mt Newton Cross Rd, Central Saanich, BC V8M 2B7, Canada",18:22
business,skip,2026-01-23,"McDonald's, McDonald's, McDonald's, 2473 Mt Newton Cross Rd, Central Saanich, BC V8M 2B7, Canada",18:20,67960f7a-6d33-4ef5-9490-79ee1eed0b24,1.8,Picking up food,"Pullock Road, British Columbia",18:16
business,skip,2026-01-23,"Pullock Lane West, British Columbia",18:16,5cc89f8f-d38d-487d-a574-d5b3f51626cb,16.3,Dropping off delivery,"5725, West Saanich Road, Saanich, British Columbia",18:01
business,,2026-01-23,"5725, West Saanich Road, Saanich, British Columbia",18:01,844226e6-290c-4fa7-93c8-a36602972c12,4,,"Interurban Rail Trail, Saanich, British Columbia",17:53
business,skip,2026-01-23,"Interurban Rail Trail, Saanich, British Columbia",17:53,b1292a50-74a5-41fc-855b-c39d8f4df793,11.4,Picking up food,"7088, Wallace Drive, Central Saanich, British Columbia",17:45
business,skip,2026-01-23,"7088, Wallace Drive, Central Saanich, British Columbia",17:41,03f4b5cf-5d9b-4b6a-b73e-d8bf30cd0ded,6.1,Dropping off delivery,"Liquor Express, 2134 Keating Cross Road, Central Saanich, BC, V8M 1Y5, 2134 Keating Cross Road, Central Saanich, British Columbia, V8M 1Y5",17:32
business,skip,2026-01-23,"Liquor Express, 2134 Keating Cross Road, Central Saanich, BC, V8M 1Y5, 2134 Keating Cross Road, Central Saanich, British Columbia, V8M 1Y5",17:31,029b8196-80a9-47b7-9018-c21ae19ba256,14.4,Picking up food,"Royal Oak Drive, Saanich, British Columbia",17:20
business,skip,2026-01-22,"2566, Fifth Street, Victoria, British Columbia",20:28,fe558f5e-f627-4a98-926e-c4e2f1fc3a60,3.1,Dropping off delivery,"KFC, Tolmie Avenue, Saanich",20:22
business,skip,2026-01-22,"KFC, Tolmie Avenue, Saanich",20:17,98ad2509-3eb3-465d-bfde-0865875b6d2a,2,Picking up food,"3149, Stevenson Place, Victoria, British Columbia",20:11
business,skip,2026-01-22,"3154, Stevenson Place, Victoria, British Columbia",20:09,bb07fa03-0846-495f-a24e-06402dfd9aad,4,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:27
business,,2026-01-22,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:27,11fd843d-07d6-4b20-ab37-40f18cea5183,2.1,Going to hot zone,"970, Topaz Avenue, Victoria, British Columbia",19:20
business,skip,2026-01-22,"970, Topaz Avenue, Victoria, British Columbia",19:14,b24aee06-7627-4b22-85fd-4c1ae4963d75,4.5,Dropping off delivery,"1402, Broad Street, Victoria, British Columbia",19:06
business,skip,2026-01-22,"1402, Broad Street, Victoria, British Columbia",19:05,fbd7920d-a280-4608-b5ff-87205af3f2ad,0.7,Picking up food,"727, Fisgard Street, Victoria, British Columbia",18:58
business,,2026-01-22,"727, Fisgard Street, Victoria, British Columbia",18:58,b731b438-7dfe-4d26-9952-f71d2830ae5e,0.1,Going to hot zone,"732, Cormorant Street, Victoria, British Columbia",18:55
